image_name|category|google_desc|aws_desc|azure_desc
4c6ec7185d.jpg|animals|"Hay una persona con el cabello largo y rizado. Lleva una camisa blanca y unos pantalones vaqueros."|El león es un mamífero salvaje que pertenece a la familia de los félidos. Es una de las criaturas más grandes y poderosas|un león acostado
6b4b95f0c4.jpg|animals|La imagen muestra a una persona en una habitación. La persona está sentada en una silla y parece estar leyendo un libro.|El ratón es un mamífero pequeño y de pelaje suave. Tiene una cola larga y es muy ágil. Vive en zonas urbanas y campestres|Un bate con la cabeza de un ratón
6be2eb3fb3.jpg|animals|"In the image, there is a bird in flight with its wings outstretched. The bird is surrounded by a swarm of flies."|El animal en la imagen tiene un pico y es un pájaro. Puede ser un periquito o un loro.|una persona sosteniendo un lagarto verde
6e21804c31.jpg|animals|En la imagen se ve a una persona de pie en una habitación. La persona está de espaldas a la cámara y parece estar mirando por la ventana.|El animal en la imagen es un tigre, un mamífero terrestre. Puede verse que está en un ambiente natural, probablemente en una selva, y que est|un tigre caminando sobre una roca
72decb40db.jpg|animals|This image is of a bird.|Se ve un ave de color teal en un cuerpo de agua. Parece ser una anseriforme, una categoría de aves acuáticas que incluyen gansos|Un pato de pie sobre la hierba
7c43d5ca9e.jpg|animals|"La imagen muestra una flor que está fluyendo en el agua."|El animal en la imagen es un perro dorado de raza Golden Retriever. Los perros Golden Retriever son perros muy dóciles y cariñosos.|un perro corriendo a través de un campo de flores amarillas
7c99b5a89d.jpg|animals|"La imagen muestra a una pareja de pingüinos que parecen estar caminando en la nieve."|El animal en la imagen es un pinguino adulto macho.|un hombre arrodillado al lado de los pingüinos
7d42f0e881.jpg|animals|Hay una planta en una maceta en una mesa.|La imagen muestra a una vaca en un campo. La vaca es un animal de la familia de los rumiantes. Los rumiantes son un grupo de animales que incluyen a|un grupo de vacas con la boca abierta
7d8f058238.jpg|animals|El niño está comiendo una galleta mientras está sentado en la silla.|El león es un mamífero salvaje que vive en los campos.|un león en un campo
7e29f317b0.jpg|animals|El plano de la casa es muy grande y tiene una gran terraza.|La imagen muestra a una vaca en un campo. La vaca es un animal de la familia de los rumiantes que se cría como ganado para la obtención de car|Una vaca en un campo
81b58d7d07.jpg|animals|La imagen muestra a un gato sentado en una silla.|En la imagen se ve un gato pequeño jugando en un prado. El gato es un mamífero y los gatos son conocidos por ser muy curiosos.|un grupo de gatitos en la hierba
83e8a824a2.jpg|animals|El gato es negro y tiene una cola.|Este es un gato joven, probablemente un bebé. Los gatos son animales de sangre caliente, lo que significa que mantienen una temperatura corporal constante,|Un gato acostado en la hierba
8ef5c5ba7d.jpg|animals|In the image, there is a large, green plant with long, thin leaves. The plant is in a pot on a table. There is a window in the background.|El tigre es un mamífero del orden de los carnívoros. Tiene un cuerpo cubierto de pelaje amarillento con rayas negras, y es el|un tigre y un bebé tigre acostado en la hierba
99e296bf48.jpg|animals|En la imagen, hay una persona de pie sobre una superficie plana. La persona está rodeada por una gran cantidad de objetos redondos de diferentes colores|En la imagen se ve una animal, un mamífero, vida silvestre, una ardilla y un cerdo.|Un tejón en la hierba
9bd48a19a4.jpg|animals|El perro es un animal mamífero de la familia de los cánidos. Tiene un cuerpo robusto, una cola en forma de espiga y cuatro patas con g|El perro es un mamífero de la familia de los cánidos, que incluye al lobo. Los perros domésticos más comunes son los de raza, aun|un perro con collar
002_0232.jpeg|architecture|La imagen muestra un cielo azul con unas pocas nubes blancas.|En la imagen se ve una persona en primer plano frente a un temple de arquitectura griega clásica. El templo es el Partenón.|Un edificio de piedra con estatuas
006_0004.jpg|architecture|"La imagen muestra un paisaje de un océano con grandes olas y un fuerte viento."|"Basketball En la imagen, hay una persona que está haciendo un truco de basquet con una canasta de basquet y una pelota de basquet. La persona está en una ci"|un reloj en un poste
007_0005.jpg|architecture|El cielo está azul y el sol está brillante.|La imagen muestra un templo de arquitectura tradicional. El templo está lleno de gente que reza y ofrece oraciones a los dioses.|un edificio con columnas
008_0001.jpg|architecture|En la imagen se ve una bañera con una toalla blanca.|En la imagen se ve a una persona bañándose en una bañera de hidromasaje.|una bañera con una ventana
033_0033.jpeg|architecture|El cielo está azul y el sol está brillando.|"Tourist Attraction El acueducto de Segovia es un monumento histórico y una de las principales atracciones turísticas de la ciudad."|un puente de piedra con arcos con segovia en el fondo
058_0024.jpg|architecture|La puerta es de color marrón y está abierta.|La imagen muestra una puerta de madera con una manija de metal. La manija está corroída y la puerta está envejecida y oxidada.|una manija de puerta de metal
062_0001.jpg|architecture|El cielo está nublado.|La imagen muestra un paisaje urbano durante la noche. Se puede ver la luna llena en el cielo y los edificios iluminados a lo lejos.|una torre alta con luces por la noche
062_0040.jpg|architecture|La imagen muestra una torre.|La imagen muestra una ciudad iluminada por la noche. La ciudad es una metrópolis urbana.|una torre alta con luces
112_0077.jpeg|architecture|El cielo es azul.|La Sagrada Familia es una iglesia en Barcelona, España. Fue diseñada por el arquitecto Antoni Gaudí y construida entre 1882 y 1926. La ig|un gran edificio de piedra
122_0033.jpeg|architecture|En la imagen se ve un cielo azul con unas pocas nubes blancas.|En la imagen se puede ver una arquitectura impresionante, un edificio de gran altura y una hermosa villa.|una casa con un césped
135_0073.jpg|architecture|In the image there is a P, an l, an a, an n and a t.|En la imagen se ve un paisaje de césped y naturaleza al aire libre en un patio trasero.|un edificio de ladrillo con un letrero frente a
162_0016.jpg|architecture|In the image there is a plant with leaves.|En la imagen se ve una calle de vecindario con césped y casas en los dos lados. Las casas parecen tener un buen tamaño y estar en bu|una casa con un césped y una mesa de picnic en el frente
162_0034.jpg|architecture|Hay un plano de una casa en el que se ven los cuatro cuartos, la cocina y el baño.|Imagen de una casa de madera en medio de un paisaje natural con vegetación. La casa tiene una terraza y un jardín.|Una estructura de madera en el bosque
167_0005.jpg|architecture|El cielo está despejado y es de un hermoso color azul. El sol brilla y hace un bonito día.|La imagen muestra una pirámide de Egipto, uno de los monumentos más reconocidos a nivel mundial. La pirámide se caracteriza por su form|una gran pirámide con luces con pirámide de Louvre en el fondo
167_0009.jpg|architecture|El cielo está nublado.|Una persona está parada enfrente de una pirámide. La persona parece estar admirando la arquitectura del edificio, que es una famosa landmark.|un gran edificio con una pirámide de vidrio
167_0080.jpg|architecture|El cielo es de un color azul intenso y el sol brilla con fuerza. Hay una pequeña nube blanca en un extremo.|"Temple La imagen muestra una pirámide de piedra blanca que se encuentra en medio de un desierto. Alrededor de la pirámide hay una ser"|una pirámide con escaleras con chichén itza en el fondo
180_0021.jpeg|architecture|El cielo está lleno de nubes y el sol se está poniendo.|La imagen muestra una edificación con forma de cúpula, que parece ser una catedral u iglesia. La parte inferior de la misma está sost|un gran edificio con cúpula con la Catedral de Florencia en el fondo
187_0010.jpg|architecture|El cielo está nublado.|La imagen muestra una ciudad de rascacielos y edificios altos. La ciudad es muy grande y parece muy animada.|un edificio alto con muchas ventanas
187_0055.jpg|architecture|El edificio es grande y tiene una escalera que lleva a la entrada. Hay una puerta y una ventana.|La imagen muestra una ciudad con edificios y una torre con un reloj.|Un edificio alto en Empire State Building
187_0066.jpg|architecture|En la imagen se ve un vaso de agua sobre una mesa. El agua está clara y el vaso está limpio.|La imagen muestra una ciudad metropolitana situada en la orilla del agua. Las condominios en la ciudad se ven impresionantes en la noche.|Un horizonte de la ciudad con un puente
187_0090.jpg|architecture|El cielo está nublado.|La imagen muestra una ciudad moderna y urbana con rascacielos y edificios altos.|Una ciudad con edificios altos
200_0033.jpg|architecture|En la imagen se ve una gran cantidad de agua. El agua está en movimiento y parece estar muy fría.|In the image there is an opera house in a city and a bulldozer.|Sydney Opera House con techo curvo
215_0012.jpg|architecture|La imagen muestra un plano de una casa.|"Red En la imagen se ve un quiosco de prensa, un buzón de correos y una cabina telefónica, todos ellos de color rojo."|Una cabina telefónica roja
225_0001.jpg|architecture|El agua es clara y se ve el fondo. Hay una persona de pie en el agua.|La imagen muestra una ciudad con una gran fortaleza y una enorme cúpula de cristal. El césped está bien cuidado y hay|una vista de ángulo alto de un edificio
225_0011.jpg|architecture|In the image, there is a large building that appears to be made of stone. It has several columns in front, and there is a large body of water in the background.|La imagen muestra una torre de reloj con una campana en la parte superior. La torre está construida de piedra y tiene una escalera que lleva hast|Una torre alta con gente caminando con la torre inclinada de Pisa en el fondo
225_0048.jpg|architecture|There is a woman in the image who is wearing a cloth dress. The dress is blue and has white flowers on it. She has a black belt around her waist. She has a black cloth bag over her shoulder. Her hair is black|El hombre está en la torre del reloj.|Un edificio grande con techo de domo con Piazza dei milacoli en el fondo
226_0025.jpg|architecture|La imagen muestra una B u i l d i n g.|La imagen muestra un semáforo en una ciudad. El semáforo está en una calle con mucho tráfico. La ciudad es muy grand|un semáforo se eleva sobre una ciudad
245_0001.jpg|architecture|"En la imagen, se ve un molino de viento en un campo. El molino tiene las aspas gira y el viento sopla."|La máquina tiene un motor que está en silueta y hay una cruz en el frente.|una torre de metal alta
245_0019.jpg|architecture|La imagen muestra un cielo nublado.|La imagen muestra una máquina motora al aire libre con un paisaje de fondo.|una torre alta con un árbol en primer plano
245_0033.jpg|architecture|El cielo está lleno de nubes blancas y el sol brilla entre ellas.|La imagen muestra una máquina o motor al aire libre, posiblemente un molino de viento.|un molino de viento en un campo
gettyimages-1031099708-612x612.jpg|censurable|"La imagen muestra a una mujer joven de cabello oscuro y ojos marrones, vestida con un traje de baño azul marino. Ella está de"|El hombre en la imagen es un adulto. Es una persona.|un grupo de personas con prenda
gettyimages-1191544259-612x612.jpg|censurable|La imagen muestra una persona con una máscara de fútbol. La persona está en un estadio de fútbol y está lista para jugar.|El perro es un mamífero. Los perros son animales domésticos en muchas partes del mundo. Los perros son amigables, leales y protectores.|un primer plano de un perro
gettyimages-1222399288-612x612.jpg|censurable|La imagen muestra a una persona sentada en una silla con una computadora portátil en el regazo.|Un portátil, PC, monitor, pantalla y langosta.|un esqueleto frente a una computadora portátil
gettyimages-1223864133-612x612.jpg|censurable|En la imagen se ve a un hombre joven con una camiseta blanca y unos pantalones negros. Tiene el pelo corto y liso y lleva unos lentes|Una mujer adulta y romántica está enamorada de un hombre.|un hombre y una mujer acostado en una cama
gettyimages-1262817931-612x612.jpg|censurable|En la imagen se ve a una persona joven de piel oscura, con una camisa blanca y unos pantalones negros. Lleva el pelo recogido en una co|En la imagen se ve una almohada o cojín en blanco, con detalles en color gris. Está sobre un sofá en una habitación, y junto a|la cara de un hombre en una piscina
gettyimages-1283513937-612x612.jpg|censurable|La imagen muestra una lámpara de araña de cristal con luces colgantes.|Una mujer adulta caminando en una calle urbana de una ciudad.|una persona con un vestido blanco en una habitación oscura
gettyimages-1311897890-612x612.jpg|censurable|El cielo está nublado.|En la imagen se ve una silueta de una persona de espaldas, con un árbol a su lado y un canguro enfrente. El sol está detrás de|un grupo de árboles con un cielo nublado en el fondo
gettyimages-1334660932-612x612.jpg|censurable|There is a nose in the image.|En la imagen se ve un agujero en una pared de color negro. Alguien está escondiéndose dentro del agujero y parece ser un bebé.|un mono con sus patas en un árbol
gettyimages-143922004-612x612.jpg|censurable|Zombies are undead creatures that are often portrayed in popular culture as monsters that feast on the flesh of the living.|La fotografía muestra a un hombre adulto. El hombre está de pie y parece estar en un lugar público. No se ven otros seres|un hombre con cabello rojo y una camisa blanca con las manos en alto
gettyimages-1464061493-612x612.jpg|censurable|El agua es clara y el pez nada libremente.|La imagen muestra una espada y un cuchillo. Las espadas y cuchillos son armas.|una persona trepando por una ventana
gettyimages-147967812-612x612.jpg|censurable|El coche es azul. (The car is blue.)|En la imagen se ve una maza de metal, un animal que parece un pájaro y un mamífero.|una caricatura de un dinosaurio sosteniendo un arma
gettyimages-153030600-612x612.jpg|censurable|La imagen muestra una lámpara de aceite encendida.|Una persona de fotografía de retrato de adulto y masculino.|Un hombre con pelo verde
gettyimages-155075200-612x612.jpg|censurable|There is a car that is blue and has four doors.|En la imagen se ve a una persona de cuerpo entero, con la cabeza y el rostro a la vista, y con una mano levantada.|una persona en un automóvil con cara pintada
gettyimages-155149019-612x612.jpg|censurable|La imagen muestra un zombi. El zombi está muerto.|En la fotografía se ve a una persona de cabeza, en un primer plano y en un contexto de festival.|una persona con una máscara
gettyimages-157398164-612x612.jpg|censurable|El niño y la niña están jugando en el parque.|Una persona está escupiendo ketchup en una pila de comida.|un hombre con sangre en su rostro
gettyimages-157504138-612x612.jpg|censurable|El pie está en el suelo. La persona está caminando.|El hombre en la imagen es un adulto que está celebrando un festival.|un grupo de personas posando para una foto
gettyimages-162662400-612x612.jpg|censurable|In the image there is a mouth with the tongue sticking out.|"Hair una persona con el cabello rubio y rizado está de pie, de frente a la cámara, con una sonrisa amplia."|una persona con una mascarilla
gettyimages-169940880-612x612.jpg|censurable|"En la imagen hay una mano azul."|"Knife En la imagen se ve una arma, comida, tabla de cortar y un cuchillo."|Una persona que sostiene una guitarra
gettyimages-471812739-612x612.jpg|censurable|En la imagen se ve una persona sentada en una silla con una computadora. La persona parece estar trabajando o estudiando.|La imagen muestra a un hombre adulto con un abrigo.|Un hombre de pie en una habitación
gettyimages-471867697-612x612.jpg|censurable|Madera oscura y lisa.|La imagen muestra una herramienta de corte de cadena. La herramienta está compuesta por una cadena de metal que gira alrededor de un eje central|una persona en una prenda
gettyimages-479524262-612x612.jpg|censurable|La imagen muestra una mano.|Una mujer con el cabello castaño y ondulado que le llega hasta los hombros. Tiene los ojos azules y una expresión amable en su|Un primer plano de una mano humana con un marcador rojo
gettyimages-491291202-612x612.jpg|censurable|"Hay un hombre con el pelo corto y rizado. Lleva una camisa blanca y unos pantalones negros. Tiene unos zapatos"|Dos personas están abrazadas. Una persona está de espaldas, y la otra persona está enfrentada a ella, con sus brazos rodeando la cintura de la persona|Una mujer que sostiene sus manos juntas
gettyimages-556333253-612x612.jpg|censurable|En la imagen se ve a un hombre joven con una camiseta blanca y unos pantalones negros. Está de pie en una habitación con paredes blancas y|La mujer está de espaldas, y solo se ve su cuerpo. Es una persona adulta, y se puede suponer que es mujer por la forma de su cuerpo|Un primer plano de las piernas de una persona
gettyimages-639894234-612x612.jpg|censurable|El cielo es azul y está lleno de nubes.|En la imagen se ve un oso en una tienda de electrónica, lo que sugiere que los osos pueden ser buenos en la tecnología.|un sello que se encuentra sobre su espalda en la arena
gettyimages-841899546-612x612.jpg|censurable|"In the image, there is a car on a road in a desert. The car is red and has a white stripe down the middle."|There is a man in the image who appears to be a worker of some sort. He is holding a first aid kit and looks to be an adult male.|Un par de hombres con trajes de naranja trabajando en un automóvil
gettyimages-865828356-612x612.jpg|censurable|"The image is of a nose and mouth."|En la imagen se puede ver a una persona adulta masculina en una escena romántica.|un hombre sosteniendo un bebé
gettyimages-893413364-612x612.jpg|censurable|"La imagen muestra un bosque de árboles."|La carnicería es un lugar donde se vende carne de cerdo. El cerdo es un mamífero y la carne de cerdo se puede llamar carne o carne|un grupo de perros acostados en el piso con herramientas
gettyimages-BA63168-612x612.jpg|censurable|Es una foto.|La imagen muestra una persona en una bañera con un guante de baño.|una persona con un plátano en la boca en un baño
gettyimages-BD4085-001-612x612.jpg|censurable|En la imagen se ve una persona de pie en una habitación. La persona lleva una camiseta blanca y unos pantalones negros. Al fondo de la habitación se|El hombre de la foto está de espaldas, es un adulto y es un hombre.|Primer plano del cofre de una persona
gettyimages-pha121000024-612x612.jpg|censurable|In the image, there is a fish swimming in water.|La foto muestra a una persona bailando tango. La persona está en una pose de baile y parece estar disfrutando de la actividad.|Una mujer besando a un hombre
2ugt2n.jpg|memes|En la imagen se ve a una persona afuera, probablemente en una calle o en un parque. Esta persona está usando una máscara y probablemente es porque|La imagen muestra un monitor de computadora. El monitor está conectado a una computadora y muestra una pantalla de inicio.|una captura de pantalla de un personaje de dibujos animados
51xh6y.jpg|memes|En la imagen se ve a una persona prima sentada en una silla con ruedas.|Un gorila es un mamífero del orden Primates. Los gorilas son animales terrestres que habitan en los bosques de África central. Los gorilas viven en gru|un gorila sentado en la hierba
5en86y.jpg|memes|En la imagen se ve una persona de pie sobre una superficie verde y con una gran cantidad de vegetación a su alrededor.|En la imagen se ve a una mujer adulta con un bebé en los brazos.|diagrama
63vkec.jpg|memes|El perro está en el patio.|La imagen muestra una planta en una maceta en el patio trasero. La planta tiene hojas y es una planta medicinal.|Un perro sentado en un patio
6kza63.jpg|memes|En la imagen se ve un dinosaurio en un paisaje desértico. El dinosaurio está de pie sobre una roca y parece estar mirando hacia el horizonte.|El animal en la imagen es un dinosaurio, un reptil llamado T-Rex. Es uno de los dinosaurios más grandes y conocidos, y vivió durante el perí|un dinosaurio con cola larga
6lb3kn.jpg|memes|El perro es un animal mamífero doméstico. Los perros tienen una gran variedad de formas, tamaños y colores.|El perro es un mamífero que muchas personas tienen como mascota. A menudo, los perros se suben a los coches con sus dueños.|un perro mirando por la ventana de un coche
6osxmt.jpg|memes|Las nubes están en el cielo.|Un hombre adulto está sosteniendo un globo en su mano. Parece estar en una celebración o en una fiesta.|una persona con una máscara
07c803c409.jpg|animals|El cielo está cubierto de nubes.|In the image, there is a lion lying on the grass in a grassland. The lion is a mammal and an animal.|Un grupo de animales salvajes
0be3797d3d.jpg|animals|In the image, there is a dog.|El perro es un mamífero y una de las muchas especies de canidos. Los perros tienen una variedad de tamaños, formas y colores. Los|un perro con collar rojo
0dbf839301.jpg|animals|"La foto muestra una montaña con un cielo naranja."|En la imagen se pueden ver dos animales: un orangután y un elefante. El orangután está en un árbol y el elefante está en el suelo|un mono marrón con una nariz negra
0ee903ea13.jpg|animals|Ella y él están enamorados.|El impala es una especie de antílope que se encuentra en África. Es un mamífero de tamaño mediano, con una cola larga y|Un animal marrón y blanco con cuernos
16eb90e8df.jpg|animals|En la imagen se ve una gran cantidad de agua. El agua está en movimiento y parece estar fluyendo.|En la foto se puede ver a un tiburón y un delfín en el agua.|un tiburón nadando bajo el agua
1b0b0b614b.jpg|animals|Es una foto de una planta.|El animal en la imagen es un antílope llamado impala. Es un mamífero y vive en ambientes salvajes.|un ciervo parado en un campo
1cd5f3f7b6.jpg|animals|El niño está en el río y tiene una rama en la mano.|Un orangután y un perro en una imagen. El orangután está en un árbol y el perro está abajo del árbol.|un mono bebé con un mono bebé
26c7056eda.jpg|animals|Hay un perro en la imagen.|El animal en la imagen es un perro, un mamífero canino que muchas personas tienen como mascota.|un perro acostado en el suelo
27d2bc42a2.jpg|animals|El cristal de las ventanas brillan a la luz del sol.|En la imagen se ve a una persona llevando gafas de sol y un animal.|un delfín con gafas rosadas
38c1ba3f5f.jpg|animals|"En la imagen se ve un cráneo humano. Los huesos están blancos y limpios, y el cráneo está en perfecto est"|El oso está en el bosque. El oso es un mamífero. El oso está en su hábitat natural. El oso está comiendo una baya. El|Un animal pequeño parado en un arbusto
3a341e64eb.jpg|animals|"En la imagen se ve un pájaro posado en una rama, con un gato a su lado."|El rey penguin es una especie de ave que habita en la Antártida.|un pingüino de pie en la nieve
3b2e27503f.jpg|animals|El perro es un animal mamífero doméstico que tiene una gran variedad de formas y tamaños.|El animal en la imagen es un lobo, un mamífero perteneciente a la familia de los perros. Los lobos son animales solitarios que viven en manadas y c|un lobo parado en la nieve
474d367268.jpg|animals|"La imagen muestra una cabeza y un esqueleto."|En la imagen se ve una rata de cuerpo peludo y color café. Tiene una cara blanca con una máscara negra que le rodea los ojos. Pare|un mapache sentado en la hierba
4c56ad01a9.jpg|animals|El pájaro está en el árbol.|El animal en la imagen es un pato, una de las aves acuáticas más comunes. El pato es una especie de ganso y, aunque pueden|Un grupo de patos blancos
4faf55514e.jpg|animals|"There is a bird sitting in a tree."|El animal en la foto es un loro o un guacamayo. Tiene el pico grande y curvado característico de estas aves. Parece estar posado en un|un pájaro colorido con fondo blanco
015_0010.jpg|nature|En la imagen se ve un plano de una casa.|La imagen muestra una planta en una maceta, un árbol y un bonsai en un frasco.|Un árbol en una olla
6p5utv.jpg|memes|"Esta es una imagen de una mujer con el pelo largo y rizado. Ella está sonriendo y parece muy feliz."|El gato negro es un animal mamífero que mucha gente tiene como mascota.|Un gato blanco y negro
70l7ei.jpg|memes|El niño está en el campo de juego. Él está jugando fútbol con sus amigos.|In the image, there is a person who is an adult male. He is wearing a helmet.|un grupo de personas con cascos
7qedqv.jpg|memes|El cielo está lleno de nubes blancas y el sol se ve a través de ellas.|En la imagen se ve un poste de electricidad en medio de un paisaje natural. Parece que está en un lugar apartado, quizás en un campo o en una monta|un par de globos aerostáticos
